Country,Year,Count,Count_median,Count_min,Count_max,WHO Region
Congo,2018,2.6[2.0–3.5],2.6,2,3.5,Americas
Costa Rica,2018,0.4[0.4–0.5],0.4,0.4,0.5,Americas
Costa Rica,2010,0.3[0.3–0.3],0.3,0.3,0.3,Americas
Costa Rica,2005,0.2[0.2–0.3],0.2,0.2,0.3,Americas
Costa Rica,2000,0.2[0.2–0.2],0.2,0.2,0.2,Americas
Côte d'Ivoire,2000,5.6[4.4–7.2],5.6,4.4,7.2,Africa
Côte d'Ivoire,2005,4.4[3.4–5.6],4.4,3.4,5.6,Africa
Côte d'Ivoire,2010,3.6[2.8–4.6],3.6,2.8,4.6,Africa
Côte d'Ivoire,2018,2.6[2.0–3.3],2.6,2,3.3,Africa
Croatia,2018,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Croatia,2010,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Croatia,2005,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Croatia,2000,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Cuba,2018,0.4[0.3–0.5],0.4,0.3,0.5,Americas
Cuba,2010,0.2[0.2–0.3],0.2,0.2,0.3,Americas
Cuba,2005,0.1[0.1–0.2],0.1,0.1,0.2,Americas
Cuba,2000,0.1[0.1–0.1],0.1,0.1,0.1,Americas
Czechia,2018,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Czechia,2010,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Czechia,2005,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Czechia,2000,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Democratic Republic of the Congo,2000,1.8[1.5–2.1],1.8,1.5,2.1,Africa
Democratic Republic of the Congo,2005,1.4[1.2–1.7],1.4,1.2,1.7,Africa
Democratic Republic of the Congo,2010,1.1[0.9–1.3],1.1,0.9,1.3,Africa
Democratic Republic of the Congo,2018,0.8[0.6–0.9],0.8,0.6,0.9,Africa
Denmark,2010,0.1[0.1–0.2],0.1,0.1,0.2,Europe
Denmark,2005,0.1[0.1–0.2],0.1,0.1,0.2,Europe
Denmark,2018,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Denmark,2000,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Djibouti,2000,2.2[1.7–2.9],2.2,1.7,2.9,Eastern Mediterranean
Djibouti,2005,2.1[1.8–2.5],2.1,1.8,2.5,Eastern Mediterranean
Djibouti,2010,1.6[1.2–1.9],1.6,1.2,1.9,Eastern Mediterranean
Djibouti,2018,1.2[1.0–1.5],1.2,1,1.5,Eastern Mediterranean
Dominican Republic,2000,1.7[1.3–2.4],1.7,1.3,2.4,Americas
Dominican Republic,2005,1.4[1.1–1.9],1.4,1.1,1.9,Americas
Dominican Republic,2010,1.2[0.9–1.5],1.2,0.9,1.5,Americas
Dominican Republic,2018,0.9[0.7–1.3],0.9,0.7,1.3,Americas
Ecuador,2018,0.4[0.2–0.6],0.4,0.2,0.6,Americas
Ecuador,2010,0.4[0.2–0.6],0.4,0.2,0.6,Americas
Ecuador,2005,0.4[0.2–0.6],0.4,0.2,0.6,Americas
Ecuador,2000,0.4[0.2–0.6],0.4,0.2,0.6,Americas
Egypt,2018,0.1[0.1–0.1],0.1,0.1,0.1,Eastern Mediterranean
Egypt,2010,0.1[0.1–0.1],0.1,0.1,0.1,Eastern Mediterranean
Egypt,2005,0.1[0.1–0.1],0.1,0.1,0.1,Eastern Mediterranean
Egypt,2000,0.1[0.1–0.1],0.1,0.1,0.1,Eastern Mediterranean
El Salvador,2010,0.7[0.6–0.9],0.7,0.6,0.9,Americas
El Salvador,2005,0.7[0.5–0.9],0.7,0.5,0.9,Americas
El Salvador,2018,0.6[0.5–0.7],0.6,0.5,0.7,Americas
El Salvador,2000,0.6[0.5–0.7],0.6,0.5,0.7,Americas
Equatorial Guinea,2018,7.1[5.6–9.2],7.1,5.6,9.2,Africa
Equatorial Guinea,2010,5.7[4.8–6.7],5.7,4.8,6.7,Africa
Equatorial Guinea,2005,4.6[3.6–5.9],4.6,3.6,5.9,Africa
Equatorial Guinea,2000,3.5[2.5–4.9],3.5,2.5,4.9,Africa
Eritrea,2000,1.5[1.1–1.9],1.5,1.1,1.9,Africa
Eritrea,2005,1.1[0.8–1.5],1.1,0.8,1.5,Africa
Eritrea,2010,0.9[0.7–1.2],0.9,0.7,1.2,Africa
Eritrea,2018,0.7[0.5–0.9],0.7,0.5,0.9,Africa
Estonia,2018,0.9[0.7–0.9],0.9,0.7,0.9,Europe
Estonia,2010,0.7[0.6–0.8],0.7,0.6,0.8,Europe
Estonia,2005,0.7[0.6–0.7],0.7,0.6,0.7,Europe
Estonia,2000,0.4[0.4–0.5],0.4,0.4,0.5,Europe
Eswatini,2010,27.4[25.2–29.3],27.4,25.2,29.3,Africa
Eswatini,2018,27.3[25.1–29.0],27.3,25.1,29,Africa
Eswatini,2005,26.3[23.9–27.8],26.3,23.9,27.8,Africa
Eswatini,2000,24.6[23.0–26.5],24.6,23,26.5,Africa
Ethiopia,2000,2.4[1.7–3.2],2.4,1.7,3.2,Africa
Ethiopia,2005,1.7[1.2–2.2],1.7,1.2,2.2,Africa
Ethiopia,2010,1.3[1.0–1.8],1.3,1,1.8,Africa
Ethiopia,2018,1.0[0.7–1.4],1,0.7,1.4,Africa
Finland,2018,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Finland,2010,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Finland,2005,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Finland,2000,0.1[0.1–0.1],0.1,0.1,0.1,Europe
France,2018,0.3[0.3–0.4],0.3,0.3,0.4,Europe
France,2010,0.3[0.3–0.4],0.3,0.3,0.4,Europe
France,2005,0.3[0.3–0.3],0.3,0.3,0.3,Europe
France,2000,0.2[0.2–0.3],0.2,0.2,0.3,Europe
Gabon,2005,4.2[3.3–5.3],4.2,3.3,5.3,Africa
Gabon,2010,4.1[3.4–5.0],4.1,3.4,5,Africa
Gabon,2000,4.1[3.0–5.6],4.1,3,5.6,Africa
Gabon,2018,3.8[2.9–4.9],3.8,2.9,4.9,Africa
Gambia,2018,1.9[1.6–2.5],1.9,1.6,2.5,Africa
Gambia,2010,1.9[1.5–2.4],1.9,1.5,2.4,Africa
Gambia,2005,1.8[1.4–2.3],1.8,1.4,2.3,Africa
Gambia,2000,1.4[1.1–1.9],1.4,1.1,1.9,Africa
Georgia,2018,0.4[0.3–0.4],0.4,0.3,0.4,Europe
Georgia,2010,0.2[0.2–0.2],0.2,0.2,0.2,Europe
Georgia,2005,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Georgia,2000,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Germany,2018,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Germany,2010,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Germany,2005,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Germany,2000,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Ghana,2000,2.4[2.1–2.7],2.4,2.1,2.7,Africa
Ghana,2005,2.1[1.8–2.4],2.1,1.8,2.4,Africa
Ghana,2010,1.9[1.6–2.2],1.9,1.6,2.2,Africa
Ghana,2018,1.7[1.4–2.0],1.7,1.4,2,Africa
Guatemala,2000,0.7[0.7–0.7],0.7,0.7,0.7,Americas
Guatemala,2005,0.7[0.6–0.7],0.7,0.6,0.7,Americas
Guatemala,2010,0.6[0.5–0.6],0.6,0.5,0.6,Americas
Guatemala,2018,0.4[0.3–0.4],0.4,0.3,0.4,Americas
Guinea,2000,1.7[1.4–2.0],1.7,1.4,2,Africa
Guinea,2005,1.7[1.4–1.9],1.7,1.4,1.9,Africa
Guinea,2010,1.6[1.3–1.9],1.6,1.3,1.9,Africa
Guinea,2018,1.4[1.2–1.7],1.4,1.2,1.7,Africa
Guinea-Bissau,2010,3.8[3.4–4.3],3.8,3.4,4.3,Africa
Guinea-Bissau,2005,3.8[3.4–4.2],3.8,3.4,4.2,Africa
Guinea-Bissau,2018,3.5[3.0–4.0],3.5,3,4,Africa
Guinea-Bissau,2000,3.2[2.8–3.5],3.2,2.8,3.5,Africa
Guyana,2010,1.5[1.4–1.7],1.5,1.4,1.7,Americas
Guyana,2018,1.4[1.3–1.6],1.4,1.3,1.6,Americas
Guyana,2005,1.3[1.1–1.4],1.3,1.1,1.4,Americas
Guyana,2000,0.6[0.4–0.7],0.6,0.4,0.7,Americas
Haiti,2000,3.0[2.7–3.4],3,2.7,3.4,Americas
Haiti,2005,2.4[2.2–2.6],2.4,2.2,2.6,Americas
Haiti,2010,2.1[2.0–2.3],2.1,2,2.3,Americas
Haiti,2018,2.0[1.8–2.3],2,1.8,2.3,Americas
Honduras,2000,1.1[0.9–1.4],1.1,0.9,1.4,Americas
Honduras,2005,0.7[0.5–0.9],0.7,0.5,0.9,Americas
Honduras,2010,0.5[0.4–0.6],0.5,0.4,0.6,Americas
Honduras,2018,0.3[0.3–0.4],0.3,0.3,0.4,Americas
Hungary,2018,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Hungary,2010,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Hungary,2005,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Hungary,2000,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Iceland,2018,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Iceland,2010,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Iceland,2005,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Iceland,2000,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Indonesia,2018,0.4[0.4–0.5],0.4,0.4,0.5,South-East Asia
Indonesia,2010,0.4[0.3–0.4],0.4,0.3,0.4,South-East Asia
Indonesia,2005,0.2[0.2–0.3],0.2,0.2,0.3,South-East Asia
Indonesia,2000,0.1[0.1–0.1],0.1,0.1,0.1,South-East Asia
Iran (Islamic Republic of),2018,0.1[0.1–0.2],0.1,0.1,0.2,Eastern Mediterranean
Iran (Islamic Republic of),2010,0.1[0.1–0.1],0.1,0.1,0.1,Eastern Mediterranean
Iran (Islamic Republic of),2005,0.1[0.1–0.1],0.1,0.1,0.1,Eastern Mediterranean
Iran (Islamic Republic of),2000,0.1[0.1–0.1],0.1,0.1,0.1,Eastern Mediterranean
Ireland,2018,0.2[0.2–0.2],0.2,0.2,0.2,Europe
Ireland,2010,0.2[0.1–0.2],0.2,0.1,0.2,Europe
Ireland,2005,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Ireland,2000,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Israel,2018,0.2[0.1–0.2],0.2,0.1,0.2,Europe
Israel,2010,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Israel,2005,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Israel,2000,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Italy,2018,0.3[0.2–0.3],0.3,0.2,0.3,Europe
Italy,2010,0.3[0.2–0.3],0.3,0.2,0.3,Europe
Italy,2005,0.2[0.2–0.3],0.2,0.2,0.3,Europe
Italy,2000,0.2[0.2–0.2],0.2,0.2,0.2,Europe
Jamaica,2000,2.8[2.5–3.0],2.8,2.5,3,Americas
Jamaica,2005,2.3[2.0–2.6],2.3,2,2.6,Americas
Jamaica,2010,2.1[1.8–2.3],2.1,1.8,2.3,Americas
Jamaica,2018,1.9[1.6–2.1],1.9,1.6,2.1,Americas
Japan,2018,0.1[0.1–0.1],0.1,0.1,0.1,Western Pacific
Japan,2010,0.1[0.1–0.1],0.1,0.1,0.1,Western Pacific
Japan,2005,0.1[0.1–0.1],0.1,0.1,0.1,Western Pacific
Japan,2000,0.1[0.1–0.1],0.1,0.1,0.1,Western Pacific
Jordan,2018,0.1[0.1–0.1],0.1,0.1,0.1,Eastern Mediterranean
Jordan,2010,0.1[0.1–0.1],0.1,0.1,0.1,Eastern Mediterranean
Jordan,2005,0.1[0.1–0.1],0.1,0.1,0.1,Eastern Mediterranean
Jordan,2000,0.1[0.1–0.1],0.1,0.1,0.1,Eastern Mediterranean
Kazakhstan,2018,0.2[0.2–0.2],0.2,0.2,0.2,Europe
Kazakhstan,2010,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Kazakhstan,2005,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Kazakhstan,2000,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Kenya,2000,9.8[8.4–11.7],9.8,8.4,11.7,Africa
Kenya,2005,7.3[6.2–8.7],7.3,6.2,8.7,Africa
Kenya,2010,6.0[5.1–7.1],6,5.1,7.1,Africa
Kenya,2018,4.7[4.0–5.7],4.7,4,5.7,Africa
Kuwait,2018,0.1[0.1–0.1],0.1,0.1,0.1,Eastern Mediterranean
Kuwait,2010,0.1[0.1–0.1],0.1,0.1,0.1,Eastern Mediterranean
Kuwait,2005,0.1[0.1–0.1],0.1,0.1,0.1,Eastern Mediterranean
Kuwait,2000,0.1[0.1–0.1],0.1,0.1,0.1,Eastern Mediterranean
Kyrgyzstan,2018,0.2[0.2–0.3],0.2,0.2,0.3,Europe
Kyrgyzstan,2010,0.1[0.1–0.2],0.1,0.1,0.2,Europe
Kyrgyzstan,2005,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Kyrgyzstan,2000,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Lao People's Democratic Republic,2018,0.3[0.2–0.3],0.3,0.2,0.3,Western Pacific
Lao People's Democratic Republic,2010,0.3[0.2–0.3],0.3,0.2,0.3,Western Pacific
Lao People's Democratic Republic,2005,0.2[0.2–0.3],0.2,0.2,0.3,Western Pacific
Lao People's Democratic Republic,2000,0.1[0.1–0.1],0.1,0.1,0.1,Western Pacific
Latvia,2018,0.4[0.4–0.5],0.4,0.4,0.5,Europe
Latvia,2010,0.3[0.3–0.4],0.3,0.3,0.4,Europe
Latvia,2005,0.3[0.2–0.3],0.3,0.2,0.3,Europe
Latvia,2000,0.2[0.2–0.2],0.2,0.2,0.2,Europe
Lebanon,2018,0.1[0.1–0.1],0.1,0.1,0.1,Eastern Mediterranean
Lebanon,2010,0.1[0.1–0.1],0.1,0.1,0.1,Eastern Mediterranean
Lebanon,2005,0.1[0.1–0.1],0.1,0.1,0.1,Eastern Mediterranean
Lebanon,2000,0.1[0.1–0.1],0.1,0.1,0.1,Eastern Mediterranean
Lesotho,2010,24.1[22.7–24.9],24.1,22.7,24.9,Africa
Lesotho,2005,23.8[22.9–24.8],23.8,22.9,24.8,Africa
Lesotho,2018,23.6[21.2–24.7],23.6,21.2,24.7,Africa
Lesotho,2000,23.2[21.5–24.8],23.2,21.5,24.8,Africa
Liberia,2000,2.6[2.4–2.7],2.6,2.4,2.7,Africa
Liberia,2005,2.1[1.9–2.4],2.1,1.9,2.4,Africa
Liberia,2010,1.7[1.5–2.0],1.7,1.5,2,Africa
Liberia,2018,1.3[1.1–1.4],1.3,1.1,1.4,Africa
Libya,2018,0.2[0.2–0.2],0.2,0.2,0.2,Eastern Mediterranean
Libya,2010,0.2[0.1–0.2],0.2,0.1,0.2,Eastern Mediterranean
Libya,2005,0.1[0.1–0.1],0.1,0.1,0.1,Eastern Mediterranean
Libya,2000,0.1[0.1–0.1],0.1,0.1,0.1,Eastern Mediterranean
Luxembourg,2018,0.3[0.2–0.3],0.3,0.2,0.3,Europe
Luxembourg,2010,0.2[0.2–0.2],0.2,0.2,0.2,Europe
Luxembourg,2005,0.2[0.1–0.2],0.2,0.1,0.2,Europe
Luxembourg,2000,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Madagascar,2018,0.3[0.2–0.4],0.3,0.2,0.4,Africa
Madagascar,2010,0.2[0.2–0.2],0.2,0.2,0.2,Africa
Madagascar,2005,0.2[0.2–0.2],0.2,0.2,0.2,Africa
Madagascar,2000,0.2[0.1–0.3],0.2,0.1,0.3,Africa
Malawi,2018,9.2[8.0–10.0],9.2,8,10,Africa
Malawi,2000,14.4[13.0–15.4],14.4,13,15.4,Africa
Malawi,2005,12.2[10.5–13.4],12.2,10.5,13.4,Africa
Malawi,2010,10.6[9.3–11.7],10.6,9.3,11.7,Africa
Malaysia,2018,0.4[0.4–0.5],0.4,0.4,0.5,Western Pacific
Malaysia,2010,0.4[0.4–0.5],0.4,0.4,0.5,Western Pacific
Malaysia,2005,0.4[0.4–0.5],0.4,0.4,0.5,Western Pacific
Malaysia,2000,0.4[0.3–0.5],0.4,0.3,0.5,Western Pacific
Mali,2000,1.8[1.5–2.2],1.8,1.5,2.2,Africa
Mali,2005,1.5[1.2–1.8],1.5,1.2,1.8,Africa
Mali,2018,1.4[1.1–1.7],1.4,1.1,1.7,Africa
Mali,2010,1.4[1.1–1.6],1.4,1.1,1.6,Africa
Mauritania,2005,0.5[0.4–0.6],0.5,0.4,0.6,Africa
Mauritania,2000,0.4[0.4–0.5],0.4,0.4,0.5,Africa
Mauritania,2010,0.4[0.3–0.4],0.4,0.3,0.4,Africa
Mauritania,2018,0.2[0.2–0.3],0.2,0.2,0.3,Africa
Mauritius,2010,1.3[1.2–1.4],1.3,1.2,1.4,Africa
Mauritius,2018,1.3[1.1–1.5],1.3,1.1,1.5,Africa
Mauritius,2005,1.0[0.8–1.4],1,0.8,1.4,Africa
Mauritius,2000,0.4[0.2–0.8],0.4,0.2,0.8,Africa
Mexico,2018,0.2[0.2–0.3],0.2,0.2,0.3,Americas
Mexico,2010,0.2[0.2–0.3],0.2,0.2,0.3,Americas
Mexico,2005,0.2[0.2–0.3],0.2,0.2,0.3,Americas
Mexico,2000,0.2[0.2–0.3],0.2,0.2,0.3,Americas
Mongolia,2018,0.1[0.1–0.1],0.1,0.1,0.1,Western Pacific
Mongolia,2010,0.1[0.1–0.1],0.1,0.1,0.1,Western Pacific
Mongolia,2005,0.1[0.1–0.1],0.1,0.1,0.1,Western Pacific
Mongolia,2000,0.1[0.1–0.1],0.1,0.1,0.1,Western Pacific
Montenegro,2018,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Montenegro,2010,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Montenegro,2005,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Montenegro,2000,0.1[0.1–0.1],0.1,0.1,0.1,Europe
Morocco,2018,0.1[0.1–0.1],0.1,0.1,0.1,Eastern Mediterranean
Morocco,2010,0.1[0.1–0.1],0.1,0.1,0.1,Eastern Mediterranean
Morocco,2005,0.1[0.1–0.1],0.1,0.1,0.1,Eastern Mediterranean
Morocco,2000,0.1[0.1–0.1],0.1,0.1,0.1,Eastern Mediterranean
Mozambique,2000,8.8[7.0–11.0],8.8,7,11,Africa
Mozambique,2018,12.6[10.0–15.7],12.6,10,15.7,Africa
Mozambique,2010,12.0[9.5–14.9],12,9.5,14.9,Africa
Mozambique,2005,11.1[8.9–13.8],11.1,8.9,13.8,Africa
Myanmar,2018,0.8[0.6–0.9],0.8,0.6,0.9,South-East Asia
Myanmar,2010,0.8[0.6–0.9],0.8,0.6,0.9,South-East Asia
Myanmar,2005,0.8[0.6–0.9],0.8,0.6,0.9,South-East Asia
Myanmar,2000,0.6[0.5–0.7],0.6,0.5,0.7,South-East Asia
